,text,external_id,error,classifications,error_detail
356, authorabbyknox thankies did google hangout call earlier with my parents amp my brothers each did one when they ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.635}]",
357,missing seeing these little ones hope ya all have super memorial day weekend see you all tuesday in our googl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.93}]",
358,love seeing my class in our google hangout meetings our book for this week was flat stanley also introduced ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.612}]",
359,coming next is wonder woman be prepared as we have another wave coming up into understanding the british pa ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.526}]",
360,just got new phone who wanna have google hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.83}]",
361, katmasterson check out my teacher message on google hangout and class dojo promoting me to model live fundations lesson ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.852}]",
362,that a wrap for my third year of teaching one for the books for sure lpsleads whacats my class picture had to ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.499}]",
363,,,True,,"Invalid text, empty strings are not allowed"
364,today was the last official day with my students we had our farewell google hangout drove by school to say good ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.877}]",
365, robxrich what is google hangout haha,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.812}]",
366, _mere_anarchy calamityjayne dude you re gonna have to feel the room here there is lot going on and right now ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.62}]",
367, techteacher _marymanzano srothteachlg today it mute tab so don go crazy managing google hangout meet ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.605}]",
368, bswchronicles question who wants to do rewatch of insecure and do zoom or google hangout as we watch we could watch episodes ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.807}]",
369,me and briannamurphy spent our anniversary on google hangout making playlist of real cringy rock music from ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.712}]",
370, patrickhwillems we can get deal if you won reply to my phone calls text messages emails zoom invites goo ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.596}]",
371, jr high hangout with mrs stengel all grades and students are welcome for an evening ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.569}]",
372,just done hour google hangout with my homies playing styrophone and spoons needed that ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.724}]",
373, should really check my google hangout before the message vanishes sha ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.804}]",
374,,,True,,"Invalid text, empty strings are not allowed"
375, edskoudis ok so it done you walk into the office and say alexa join the hangout and the old tv turns on and it joins our team ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.541}]",
376,,,True,,"Invalid text, empty strings are not allowed"
377, benobledrw next week f is senior spirit week seniors can join each day with the google hangout link sent to your email reach out ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.85}]",
378,clever m so used to zooming love how that become the generic when it could be msteams google hangout meet ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.739}]",
379,ok so it done you walk into the office and say alexa join the hangout and the old tv turns on and it joins ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.861}]",
380, boloskeleton buzzed google hangout when,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.779}]",
381, yourcinemaguy well my furlough begins we should do google hangout this summer ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.815}]",
382, months ago someone retiring would be given little bit of gathering with eating times at least cake and it ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.361}]",
383, hiperleo google hangout con el team rubenoa cuadranterp prfriday theteam ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.647}]",
384, madona_syombua ll be live this friday at the young devs hangout hosted by reubenkihiu with dcoustawilson georgemandis and _ju ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.76}]",
385,google hangout con el team rubenoa cuadranterp prfriday theteam ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.577}]",
386,,,True,,"Invalid text, empty strings are not allowed"
387, cjluckeydope had great google hangout with the th grade students from black river elementary school in northern new york love ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.997}]",
388,,,True,,"Invalid text, empty strings are not allowed"
389,had great google hangout with the th grade students from black river elementary school in northern new york ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.685}]",
390,last day of school there backpack and he logging into his end of year party via google hangout so many ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.492}]",
391, reubenkihiu the dev hangout giveaway is here free google playstore accounts premium courses and cash prizes up for grabs fill th ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.973}]",
392, post covid infrastructure in classroom would be changing college class of if goes to in class and ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.795}]",
393,just had google hangout with an th grader about civic duty and interrogating the information we re given by thos ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.495}]",
394, muddled_world is another reason why hufflepuff house is so great you are always available to talk amp you are tal ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.928}]",
395,today was the last day of the school year and man what an anticlimactic way to end on google hangout saying bye to students ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.852}]",
396,,,True,,"Invalid text, empty strings are not allowed"
397, i_amchrisb try explaining to year olds to mute their mics on google hangout it pandemonium the teacher was ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.558}]",
398,,,True,,"Invalid text, empty strings are not allowed"
399, sketchyqueersnn the next meeting of queer sketchbook club online will be tomorrow the rd of may from am until pm gmt the th ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.647}]",
400,hey little monsters there going be monster pop emergency google hangout tonight photopopgraphy be having at ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.501}]",
401,next week f is senior spirit week seniors can join each day with the google hangout link sent to your email ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.644}]",
402, ogbenidipo don think google changed from hangout to meet the two services are different one is for casual ch ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.466}]",
403, ihateterfs only interaction is that one google hangout but feel like could chuck you off roof in heartbeat,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.943}]",
404, nanjala try google hangout meet it is more secure think never heard of hacking incidences with it ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.473}]",
405,just did my first google hangout with my students we read cute book and talked about how we all miss school  ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.774}]",
406,last day of school google hangout and gimkit  ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.641}]",
407, mattstultz another week another dprinting digifab maker hangout let do this tonight at eastern sign up at the link below  ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.87}]",
408,,,True,,"Invalid text, empty strings are not allowed"
409,another week another dprinting digifab maker hangout let do this tonight at eastern sign up at the lin ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.731}]",
410,,,True,,"Invalid text, empty strings are not allowed"
411, cscougarband live on youtube and hang out with your friends at the google meet link youtube livestream goo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.949}]",
412,live on youtube and hang out with your friends at the google meet link youtube livestream ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.697}]",
413, sina_jb missing peer networking at the virtual ica sign up for the poli_com graduate student virtual hangout organized by shanno ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.652}]",
414,missing peer networking at the virtual ica sign up for the poli_com graduate student virtual hangout organized ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.589}]",
415, hamiltongrovehc have you seen your loved one recently don forget to take advantage of our video calls facetime zoom whatsapp go  ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.553}]",
416, mrbotelho tomorrow google hangout th grade math classes are back to the future themed realmikefox let us know if back to th gra ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.617}]",
417, sketchyqueersnn the next meeting of queer sketchbook club online will be tomorrow the rd of may from am until pm gmt the th ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.647}]",
418,,,True,,"Invalid text, empty strings are not allowed"
419, vegas_ccsw suptjaraccsd lindacavazos linevon chrisagarvey trustee_wright trusteeford irenecepedanv ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.627}]",
420,,,True,,"Invalid text, empty strings are not allowed"
421,check out da rd annual virtual art show featuring middle amp high school student art now to vote for viewe ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.594}]",
422,wait so you re telling me am not supposed to post memes in my classes google hangout ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.526}]",
423, tomochocopod happy friday yuri fans tomorrow is the third saturday of the month which means it is time for our first ever patreon ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.821}]",
424,happy friday yuri fans tomorrow is the third saturday of the month which means it is time for our first ever pa ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.67}]",
425,hey grade today google hangout will be so much fun come ready to have bilingual scavenger hunt special ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.837}]",
426,math google hangout with smart th graders probability and review of decimals we rocked it sjalbert ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.613}]",
427, was sure this person talking to me was fake spam account but then they asked if wanted to text on google ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.764}]",
428, agnesperezflor great day for google classroom hangout kennelly_school cahillsfour maryvallera scott_zullo hartford_pub ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.701}]",
429,,,True,,"Invalid text, empty strings are not allowed"
430, mrsdanklefs the moment you realize and remember every poster you made is backwards for your last google hangout of the school year ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.539}]",
431,,,True,,"Invalid text, empty strings are not allowed"
432,great day for google classroom hangout kennelly_school cahillsfour maryvallera scott_zullo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.497}]",
433,yikes just survived google hangout videocall where too much visual truth about my quarantined self was hd evide ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.89}]",
434, look better on teams than do on zoom where look horrific blue jeans look super rough google hangout wow ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.585}]",
435, sketchyqueersnn the next meeting of queer sketchbook club online will be tomorrow the rd of may from am until pm gmt the th ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.647}]",
436, stevekellyuk once again it was an absolute pleasure and honour to join my colleagues keighleycollege on our weekly google hangout  ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.914}]",
437,once again it was an absolute pleasure and honour to join my colleagues keighleycollege on our weekly google hango ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.621}]",
438,is google hangout link the equivalent of green imessage patticus and neeldesai discuss zoom vs google on ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.844}]",
439,,,True,,"Invalid text, empty strings are not allowed"
440, mrsscarfone nothing beats taking your learning outside in the sunshine today my daughter was literally hanging out in swing ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.687}]",
441,,,True,,"Invalid text, empty strings are not allowed"
442, _jumaallan ll be live this friday at the young devs hangout by reubenkihiu with dcoustawilson georgemandis and madona_syombua ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.724}]",
443,,,True,,"Invalid text, empty strings are not allowed"
444, madona_syombua ll be live this friday at the young devs hangout hosted by reubenkihiu with dcoustawilson georgemandis and _ju ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.76}]",
445, reubenkihiu the dev hangout giveaway is here free google playstore accounts premium courses and cash prizes up for grabs fill th ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.973}]",
446, dmhsps_tdsb don miss it unstoppabletrac will be our guest speaker at our june hilliardpride google ss hangout at am we are ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.68}]",
447, sketchyqueersnn the next meeting of queer sketchbook club online will be tomorrow the rd of may from am until pm gmt the th ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.647}]",
448, jessekellydc if you could hangout with one great warrior or general or soldier from all of history who would it  ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.798}]",
449,tyler art work from yesterday google hangout he is loving these online lessons lwsacademy lws_art ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.882}]",
450, lapetiteeve emma black joined the google hangout and explained in detail how she already resents her future child for like minutes,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.736}]",
451,emma black joined the google hangout and explained in detail how she already resents her future child for like minutes ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.713}]",
452,the next meeting of queer sketchbook club online will be tomorrow the rd of may from am until pm gmt the ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.779}]",
